job_index,region,requested_gpus,submit_slot,deadline_slot,runtime_slots,declared_job_energy_mwh,declared_job_energy_upper_mwh,runtime_energy_mwh,baseline_start_slot,counterfactual_start_slot,risk_aligned_start_slot,baseline_event_slots,counterfactual_event_slots,baseline_objective_usd,counterfactual_objective_usd,risk_aligned_objective_usd
49714,2,1.0,9061,9285,128,1.9314727484418893e-06,0.032,0.032,9061,9061,9061,13,13,3.048,3.5355,3.566232207912275
49715,0,2.0,991,1215,128,2.583055570913793e-05,0.064,0.064,991,991,991,8,8,6.096,6.696,6.696
49716,3,2.0,8150,8374,128,2.583055570913793e-05,0.064,0.064,8150,8150,8150,8,8,6.096,6.696,7.176691895711004
49717,3,2.0,4614,4711,1,9.388440330114133e-07,0.0005,0.0005,4614,4614,4614,0,0,0.0,0.0,0.0
49718,3,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.010200647494180898
49719,1,1.0,3791,4015,128,1.9314727484418893e-06,0.032,0.032,3791,3791,3791,16,16,3.048,3.648,3.648
49720,0,1.0,1122,1346,128,1.0373055555555563e-05,0.032,0.032,1122,1122,1122,14,14,3.048,3.573,3.573
49721,3,1.0,5859,6083,128,1.9314727484418893e-06,0.032,0.032,5859,5859,5859,8,8,3.048,3.348,3.599656727781955
49722,3,1.0,4169,4289,24,1.8615120156467018e-06,0.006,0.006,4169,4169,4169,1,1,0.10350000000000001,0.14100000000000001,0.14100000000000001
49723,2,1.0,9429,9532,7,5.9506949454663995e-06,0.00175,0.00175,9429,9429,9429,0,0,0.007875,0.007875,0.008456402310722168
49724,2,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6871104057241926
49725,0,1.0,6878,7558,584,3.379861111111111e-05,0.146,0.146,6878,6878,6878,54,54,63.8385,65.8635,67.60718955032375
49726,3,2.0,524,627,7,2.7591582762437613e-06,0.0035,0.0035,524,524,524,0,0,0.01575,0.01575,0.01575
49727,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49728,2,1.0,1293,1973,584,3.379861111111111e-05,0.146,0.146,1293,1293,1293,48,48,63.8385,65.63850000000001,65.63850000000001
49729,2,1.0,7485,7583,2,5.85e-07,0.0005,0.0005,7485,7485,7485,0,0,0.000375,0.000375,0.0031284652078778677
49730,2,2.0,9142,9822,584,8.416390932462181e-05,0.292,0.292,9142,9142,9142,48,48,127.677,131.27700000000002,131.4337159645938
49731,1,1.0,10895,11119,128,1.0373055555555563e-05,0.032,0.032,10895,10895,10895,16,16,3.048,3.648,3.7401924179295336
49732,3,1.0,1181,1405,128,1.0373055555555563e-05,0.032,0.032,1181,1181,1181,8,8,3.048,3.348,3.348
49733,0,1.0,9127,9224,1,3.770217498256928e-07,0.00025,0.00025,9127,9127,9127,0,0,0.0,0.0,0.00021288955824796648
49734,3,1.0,3518,3621,7,5.9506949454663995e-06,0.00175,0.00175,3518,3528,3528,5,0,0.007875,0.034125,0.034125
49735,0,1.0,9748,9846,2,5.85e-07,0.0005,0.0005,9748,9748,9748,0,0,0.000375,0.000375,0.0013354680798515924
49736,3,1.0,6385,6609,128,1.9314727484418893e-06,0.032,0.032,6385,6385,6385,16,16,3.048,3.648,3.708769800249561
49737,3,2.0,5240,5360,24,4.635460551220052e-06,0.012,0.012,5240,5256,5256,8,0,0.20700000000000002,0.495,0.495
49738,0,1.0,10770,10994,128,1.9314727484418893e-06,0.032,0.032,10770,10770,10770,8,8,3.048,3.348,3.3946283223855556
49739,1,1.0,6258,6482,128,1.0373055555555563e-05,0.032,0.032,6258,6258,6258,8,8,3.048,3.348,3.4155440309049694
49740,1,1.0,5996,6220,128,1.0373055555555563e-05,0.032,0.032,5996,5996,5996,16,16,3.048,3.648,3.930369478981523
49741,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49742,3,1.0,1218,1442,128,1.0373055555555563e-05,0.032,0.032,1218,1218,1218,14,14,3.048,3.573,3.573
49743,2,1.0,3859,3960,5,5.089282462185221e-06,0.00125,0.00125,3859,3859,3859,0,0,0.00375,0.00375,0.00375
49744,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49745,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49746,3,1.0,11538,11698,64,1.4657568281585338e-05,0.016,0.016,11538,11538,11538,8,8,0.756,1.056,1.056
49747,0,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
49748,2,1.0,2935,3036,5,5.089282462185221e-06,0.00125,0.00125,2935,2935,2935,0,0,0.00375,0.00375,0.00375
49749,2,1.0,1181,1405,128,1.0373055555555563e-05,0.032,0.032,1181,1181,1181,8,8,3.048,3.348,3.348
49750,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49751,1,1.0,8271,8369,2,5.85e-07,0.0005,0.0005,8271,8271,8271,0,0,0.000375,0.000375,0.004444355079521939
49752,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49753,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49754,3,1.0,1201,1425,128,1.0373055555555563e-05,0.032,0.032,1201,1201,1201,16,16,3.048,3.648,3.648
49755,3,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.010200647494180898
49756,0,1.0,4749,4850,5,5.089282462185221e-06,0.00125,0.00125,4749,4749,4749,0,0,0.00375,0.00375,0.00375
49757,1,2.0,3933,4157,128,4.809673886552115e-06,0.064,0.064,3933,3933,3933,8,8,6.096,6.696,6.696
49758,3,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6874932778227443
49759,1,1.0,8171,8269,2,5.85e-07,0.0005,0.0005,8171,8171,8171,0,0,0.000375,0.000375,0.001247596844392062
49760,1,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
49761,2,1.0,3406,3526,24,1.8615120156467018e-06,0.006,0.006,3406,3406,3406,6,6,0.10350000000000001,0.3285,0.3285
49762,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49763,2,8.0,1462,1625,67,5.0106666666666605e-05,0.134,0.134,1462,1462,1462,8,8,6.633,9.033,9.033
49764,2,1.0,6965,7189,128,1.0373055555555563e-05,0.032,0.032,6965,6965,6965,16,16,3.048,3.648,3.895501627146708
49765,2,1.0,2384,2608,128,2.2713057516842825e-05,0.032,0.032,2384,2384,2384,8,8,3.048,3.348,3.348
49766,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49767,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49768,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49769,0,2.0,4537,4761,128,4.809673886552115e-06,0.064,0.064,4537,4537,4537,8,8,6.096,6.696,6.696
49770,3,1.0,5388,5612,128,1.9314727484418893e-06,0.032,0.032,5388,5388,5388,8,8,3.048,3.348,3.348
49771,0,1.0,6079,6303,128,1.0373055555555563e-05,0.032,0.032,6079,6079,6079,8,8,3.048,3.348,3.88509558262545
49772,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49773,2,2.0,8877,9101,128,2.583055570913793e-05,0.064,0.064,8877,8877,8877,16,16,6.096,7.296,7.359320895963177
49774,2,1.0,11918,12142,128,1.9314727484418893e-06,0.032,0.032,11918,11918,11918,8,8,3.048,3.348,3.348
49775,2,1.0,3553,3777,128,2.5295833333333346e-05,0.032,0.032,3553,3553,3553,8,8,3.048,3.348,3.348
49776,2,1.0,3835,3932,1,3.770217498256928e-07,0.00025,0.00025,3835,3835,3835,0,0,0.0,0.0,0.0
49777,2,1.0,4773,4997,128,1.0373055555555563e-05,0.032,0.032,4773,4773,4773,11,11,3.048,3.4605,3.4605
49778,1,1.0,8684,8908,128,1.9314727484418893e-06,0.032,0.032,8684,8684,8684,16,16,3.048,3.648,3.8210984915202206
49779,3,2.0,1038,1262,128,4.809673886552115e-06,0.064,0.064,1038,1038,1038,8,8,6.096,6.696,6.696
49780,0,1.0,1357,1520,67,2.777608250796142e-06,0.01675,0.01675,1357,1357,1357,8,8,0.829125,1.129125,1.129125
49781,2,2.0,1546,1676,34,5.319591318043655e-06,0.017,0.017,1546,1546,1546,0,0,0.42075,0.42075,0.42075
49782,2,1.0,10684,10908,128,2.5295833333333346e-05,0.032,0.032,10684,10684,10684,8,8,3.048,3.348,3.4098395230542757
49783,1,1.0,1237,1461,128,1.9314727484418893e-06,0.032,0.032,1237,1237,1237,8,8,3.048,3.348,3.348
49784,0,1.0,2105,2329,128,2.2713057516842825e-05,0.032,0.032,2105,2105,2105,8,8,3.048,3.348,3.348
49785,3,1.0,5142,5239,1,3.770217498256928e-07,0.00025,0.00025,5142,5142,5142,0,0,0.0,0.0,0.0
49786,3,2.0,5882,6106,128,2.583055570913793e-05,0.064,0.064,5882,5882,5882,8,8,6.096,6.696,7.325684146894468
49787,0,1.0,8017,8115,2,6.879278342431555e-06,0.0005,0.0005,8017,8017,8018,0,0,0.000375,0.000375,0.00433644811932944
49788,1,1.0,8074,8172,2,5.85e-07,0.0005,0.0005,8074,8074,8074,0,0,0.000375,0.000375,0.004289441323938084
49789,2,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
49790,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49791,3,1.0,5124,5242,22,9.65529939242754e-06,0.0055,0.0055,5124,5124,5124,0,0,0.08662500000000001,0.08662500000000001,0.08662500000000001
49792,2,1.0,1082,1762,584,6.2933333333333355e-06,0.146,0.146,1082,1082,1082,48,48,63.8385,65.63850000000001,65.63850000000001
49793,1,1.0,439,542,7,5.9506949454663995e-06,0.00175,0.00175,439,439,439,0,0,0.007875,0.007875,0.007875
49794,0,1.0,11453,11553,4,8.497657325395771e-07,0.001,0.001,11453,11453,11453,0,0,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003
49795,3,1.0,3675,3773,2,5.85e-07,0.0005,0.0005,3675,3675,3675,0,0,0.000375,0.000375,0.000375
49796,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49797,2,1.0,5790,5888,2,5.85e-07,0.0005,0.0005,5790,5790,5790,0,0,0.000375,0.000375,0.000375
49798,3,1.0,6098,6218,24,1.8615120156467018e-06,0.006,0.006,6098,6120,6120,8,0,0.10350000000000001,0.3015,0.4036271895762194
49799,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49800,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49801,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49802,1,1.0,5144,5242,2,5.85e-07,0.0005,0.0005,5144,5144,5144,0,0,0.000375,0.000375,0.000375
49803,3,1.0,10328,10429,5,5.089282462185221e-06,0.00125,0.00125,10328,10328,10328,0,0,0.00375,0.00375,0.004093940168566157
49804,2,1.0,9529,9627,2,5.85e-07,0.0005,0.0005,9529,9529,9530,0,0,0.000375,0.000375,0.0012805049238652868
49805,2,1.0,6851,6971,24,1.8615120156467018e-06,0.006,0.006,6851,6851,6851,0,0,0.10350000000000001,0.10350000000000001,0.19993525684598923
49806,1,2.0,5803,6483,584,8.416390932462181e-05,0.292,0.292,5803,5803,5803,48,48,127.677,131.27700000000002,133.38640503542854
49807,0,1.0,5582,5806,128,1.0373055555555563e-05,0.032,0.032,5582,5582,5582,8,8,3.048,3.348,3.348
49808,3,1.0,5222,5446,128,1.9314727484418893e-06,0.032,0.032,5222,5222,5222,14,14,3.048,3.573,3.573
49809,1,1.0,7726,7846,24,1.8615120156467018e-06,0.006,0.006,7726,7726,7726,6,6,0.10350000000000001,0.3285,0.39885598148587587
49810,2,1.0,8769,8993,128,1.9314727484418893e-06,0.032,0.032,8769,8769,8769,9,9,3.048,3.3855,3.5241871160232563
49811,0,1.0,4537,4640,7,5.9506949454663995e-06,0.00175,0.00175,4537,4537,4537,0,0,0.007875,0.007875,0.007875
49812,2,1.0,9948,10172,128,2.5295833333333346e-05,0.032,0.032,9948,9948,9948,16,16,3.048,3.648,3.6756416954597912
49813,3,1.0,9158,9382,128,1.0373055555555563e-05,0.032,0.032,9158,9158,9158,14,14,3.048,3.573,3.6047423890365216
49814,0,1.0,676,777,5,5.089282462185221e-06,0.00125,0.00125,676,676,676,0,0,0.00375,0.00375,0.00375
49815,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49816,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49817,2,1.0,8496,8608,16,1.5799052777032572e-06,0.004,0.004,8496,8496,8496,0,0,0.045,0.045,0.12182759022772892
49818,2,1.0,5495,6175,584,6.2933333333333355e-06,0.146,0.146,5495,5495,5495,48,48,63.8385,65.63850000000001,66.11127213423401
49819,2,1.0,7493,8173,584,6.2933333333333355e-06,0.146,0.146,7493,7493,7493,48,48,63.8385,65.63850000000001,67.17370380404358
49820,3,1.0,7403,7501,2,5.85e-07,0.0005,0.0005,7403,7403,7403,0,0,0.000375,0.000375,0.0006763086722781882
49821,3,1.0,11830,12054,128,1.9314727484418893e-06,0.032,0.032,11830,11830,11830,8,8,3.048,3.348,3.348
49822,1,1.0,4387,4611,128,1.0373055555555563e-05,0.032,0.032,4387,4387,4387,13,13,3.048,3.5355,3.5355
49823,1,1.0,1107,1787,584,3.379861111111111e-05,0.146,0.146,1107,1107,1107,48,48,63.8385,65.63850000000001,65.63850000000001
49824,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49825,2,1.0,5821,6045,128,1.9314727484418893e-06,0.032,0.032,5821,5821,5821,16,16,3.048,3.648,3.7652536985570846
49826,1,2.0,8878,9558,584,8.416390932462181e-05,0.292,0.292,8878,8878,8878,48,48,127.677,131.27700000000002,131.49840742074835
49827,2,1.0,7307,7419,16,1.5799052777032572e-06,0.004,0.004,7307,7307,7307,0,0,0.045,0.045,0.07774816049877034
49828,1,1.0,11909,12006,1,3.770217498256928e-07,0.00025,0.00025,11909,11909,11909,0,0,0.0,0.0,0.0
49829,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49830,2,1.0,6489,6713,128,1.9314727484418893e-06,0.032,0.032,6489,6489,6489,16,16,3.048,3.648,3.765970406969186
49831,1,1.0,9282,9380,2,5.85e-07,0.0005,0.0005,9282,9288,9288,2,0,0.000375,0.004875,0.0051777713702914965
49832,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49833,2,1.0,1124,1348,128,1.0373055555555563e-05,0.032,0.032,1124,1124,1124,12,12,3.048,3.498,3.498
49834,2,1.0,10662,10760,2,6.879278342431555e-06,0.0005,0.0005,10662,10662,10663,0,0,0.000375,0.000375,0.0012609051743597097
49835,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49836,0,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.710469338642847
49837,2,1.0,5724,5822,2,5.85e-07,0.0005,0.0005,5724,5724,5724,0,0,0.000375,0.000375,0.000375
49838,2,1.0,1970,2090,24,1.8615120156467018e-06,0.006,0.006,1970,1992,1992,8,0,0.10350000000000001,0.3015,0.3015
49839,3,1.0,1107,1331,128,1.0373055555555563e-05,0.032,0.032,1107,1107,1107,16,16,3.048,3.648,3.648
49840,2,1.0,403,627,128,1.9314727484418893e-06,0.032,0.032,403,403,403,8,8,3.048,3.348,3.348
49841,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49842,1,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.684729286032107
49843,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49844,3,1.0,9731,9829,2,5.85e-07,0.0005,0.0005,9731,9731,9731,0,0,0.000375,0.000375,0.001151942345518945
49845,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49846,0,1.0,1385,1486,5,5.089282462185221e-06,0.00125,0.00125,1385,1385,1385,0,0,0.00375,0.00375,0.00375
49847,0,1.0,10931,11029,2,6.879278342431555e-06,0.0005,0.0005,10931,10931,10931,0,0,0.000375,0.000375,0.0018019987293700582
49848,2,1.0,9529,9627,2,5.85e-07,0.0005,0.0005,9529,9529,9530,0,0,0.000375,0.000375,0.0012805049238652868
49849,1,1.0,11010,11108,2,5.85e-07,0.0005,0.0005,11010,11016,11016,2,0,0.000375,0.004875,0.005600014039202633
49850,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49851,0,1.0,2315,2435,24,1.8615120156467018e-06,0.006,0.006,2315,2315,2315,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
49852,0,1.0,4132,4233,5,5.089282462185221e-06,0.00125,0.00125,4132,4132,4132,0,0,0.00375,0.00375,0.00375
49853,2,1.0,2894,2991,1,3.770217498256928e-07,0.00025,0.00025,2894,2894,2894,0,0,0.0,0.0,0.0
49854,3,1.0,6077,6301,128,1.0373055555555563e-05,0.032,0.032,6077,6077,6077,8,8,3.048,3.348,3.758798251157051
49855,2,2.0,331,555,128,4.809673886552115e-06,0.064,0.064,331,331,331,16,16,6.096,7.296,7.296
49856,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49857,3,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
49858,3,1.0,5821,6045,128,1.9314727484418893e-06,0.032,0.032,5821,5821,5821,16,16,3.048,3.648,3.7674828358523196
49859,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49860,2,1.0,8344,8442,2,5.85e-07,0.0005,0.0005,8344,8344,8346,0,0,0.000375,0.000375,0.005114285919781875
49861,0,1.0,1181,1405,128,1.0373055555555563e-05,0.032,0.032,1181,1181,1181,8,8,3.048,3.348,3.348
49862,1,1.0,8501,8598,1,3.770217498256928e-07,0.00025,0.00025,8501,8501,8510,0,0,0.0,0.0,0.003928218353866503
49863,0,1.0,6447,6671,128,1.0373055555555563e-05,0.032,0.032,6447,6447,6447,8,8,3.048,3.348,3.4277277953287486
49864,2,1.0,721,819,2,5.85e-07,0.0005,0.0005,721,721,721,0,0,0.000375,0.000375,0.000375
49865,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49866,3,1.0,4237,4357,24,1.8615120156467018e-06,0.006,0.006,4237,4237,4237,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
49867,1,2.0,5566,5790,128,2.583055570913793e-05,0.064,0.064,5566,5566,5566,8,8,6.096,6.696,6.696
49868,1,1.0,4088,4185,1,2.0248111498076076e-06,0.00025,0.00025,4088,4088,4088,0,0,0.0,0.0,0.0
49869,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49870,3,1.0,4470,4694,128,1.0373055555555563e-05,0.032,0.032,4470,4470,4470,16,16,3.048,3.648,3.648
49871,0,1.0,6261,6485,128,1.0373055555555563e-05,0.032,0.032,6261,6261,6261,8,8,3.048,3.348,3.4309600275128926
49872,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49873,2,2.0,3457,3681,128,2.583055570913793e-05,0.064,0.064,3457,3457,3457,8,8,6.096,6.696,6.696
49874,0,1.0,1272,1496,128,1.0373055555555563e-05,0.032,0.032,1272,1272,1272,8,8,3.048,3.348,3.348
49875,2,1.0,10627,10851,128,1.0373055555555563e-05,0.032,0.032,10627,10627,10627,13,13,3.048,3.5355,3.6156944583782513
49876,2,1.0,728,826,2,5.85e-07,0.0005,0.0005,728,728,728,0,0,0.000375,0.000375,0.000375
49877,1,1.0,4419,4516,1,3.770217498256928e-07,0.00025,0.00025,4419,4419,4419,0,0,0.0,0.0,0.0
49878,2,1.0,6003,6227,128,1.9314727484418893e-06,0.032,0.032,6003,6003,6003,16,16,3.048,3.648,3.946660677123699
49879,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49880,0,1.0,5786,5884,2,5.85e-07,0.0005,0.0005,5786,5786,5786,0,0,0.000375,0.000375,0.000375
49881,0,2.0,2499,2596,1,9.388440330114133e-07,0.0005,0.0005,2499,2499,2499,0,0,0.0,0.0,0.0
49882,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49883,3,2.0,4121,4345,128,4.809673886552115e-06,0.064,0.064,4121,4121,4121,8,8,6.096,6.696,6.696
49884,1,1.0,10502,10726,128,1.0373055555555563e-05,0.032,0.032,10502,10502,10502,14,14,3.048,3.573,3.6126054549979845
49885,2,1.0,5392,5616,128,1.9314727484418893e-06,0.032,0.032,5392,5392,5392,8,8,3.048,3.348,3.348
49886,1,1.0,4270,4371,5,5.089282462185221e-06,0.00125,0.00125,4270,4270,4270,0,0,0.00375,0.00375,0.00375
49887,3,1.0,11702,11926,128,1.9314727484418893e-06,0.032,0.032,11702,11702,11702,8,8,3.048,3.348,3.348
49888,0,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
49889,1,1.0,730,828,2,5.85e-07,0.0005,0.0005,730,730,730,0,0,0.000375,0.000375,0.000375
49890,2,1.0,2709,2933,128,1.0373055555555563e-05,0.032,0.032,2709,2709,2709,8,8,3.048,3.348,3.348
49891,1,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009703962322835779
49892,0,1.0,1107,1331,128,1.0373055555555563e-05,0.032,0.032,1107,1107,1107,16,16,3.048,3.648,3.648
49893,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49894,1,1.0,5786,5884,2,5.85e-07,0.0005,0.0005,5786,5786,5786,0,0,0.000375,0.000375,0.000375
49895,3,1.0,11801,12025,128,1.9314727484418893e-06,0.032,0.032,11801,11801,11801,8,8,3.048,3.348,3.348
49896,3,1.0,3764,3862,2,6.879278342431555e-06,0.0005,0.0005,3764,3764,3764,0,0,0.000375,0.000375,0.000375
49897,0,1.0,6925,7023,2,5.85e-07,0.0005,0.0005,6925,6925,6927,0,0,0.000375,0.000375,0.0032920304311544477
49898,1,2.0,1736,1960,128,4.809673886552115e-06,0.064,0.064,1736,1736,1736,8,8,6.096,6.696,6.696
49899,2,1.0,1058,1178,24,1.8615120156467018e-06,0.006,0.006,1058,1058,1058,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
49900,1,1.0,11347,12027,584,6.2933333333333355e-06,0.146,0.146,11347,11347,11347,48,48,63.8385,65.63850000000001,65.63850000000001
49901,1,1.0,4726,4824,2,5.85e-07,0.0005,0.0005,4726,4726,4726,0,0,0.000375,0.000375,0.000375
49902,3,2.0,2007,2231,128,4.809673886552115e-06,0.064,0.064,2007,2007,2007,8,8,6.096,6.696,6.696
49903,0,1.0,8082,8185,7,5.9506949454663995e-06,0.00175,0.00175,8082,8082,8082,0,0,0.007875,0.007875,0.0206188654744277
49904,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49905,2,1.0,9759,9857,2,5.85e-07,0.0005,0.0005,9759,9768,9768,1,0,0.000375,0.007125,0.007147582871877572
49906,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49907,3,1.0,5519,5743,128,1.9314727484418893e-06,0.032,0.032,5519,5519,5519,16,16,3.048,3.648,3.648
49908,0,1.0,2639,2863,128,1.0373055555555563e-05,0.032,0.032,2639,2639,2639,16,16,3.048,3.648,3.648
49909,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49910,1,2.0,6660,6884,128,2.583055570913793e-05,0.064,0.064,6660,6660,6660,12,12,6.096,6.996,7.51340320678112
49911,0,1.0,2639,2863,128,1.0373055555555563e-05,0.032,0.032,2639,2639,2639,16,16,3.048,3.648,3.648
49912,3,1.0,8580,9260,584,3.379861111111111e-05,0.146,0.146,8580,8580,8580,48,48,63.8385,65.63850000000001,66.08743329183791
49913,1,1.0,8769,8993,128,1.0373055555555563e-05,0.032,0.032,8769,8769,8769,9,9,3.048,3.3855,3.5196993954432676
49914,1,1.0,6364,6467,7,5.9506949454663995e-06,0.00175,0.00175,6364,6364,6364,0,0,0.007875,0.007875,0.009533608562047099
49915,1,1.0,4085,4309,128,1.9314727484418893e-06,0.032,0.032,4085,4085,4085,16,16,3.048,3.648,3.648
49916,0,1.0,5886,6110,128,1.9314727484418893e-06,0.032,0.032,5886,5886,5886,8,8,3.048,3.348,3.735163782006941
49917,1,1.0,5884,5984,4,8.497657325395771e-07,0.001,0.001,5884,5884,5884,0,0,0.0022500000000000003,0.0022500000000000003,0.005484761832998963
49918,1,1.0,8271,8369,2,5.85e-07,0.0005,0.0005,8271,8271,8271,0,0,0.000375,0.000375,0.004444355079521939
49919,1,1.0,8970,9194,128,1.0373055555555563e-05,0.032,0.032,8970,8970,8970,16,16,3.048,3.648,3.6662120224129415
49920,3,1.0,9748,9846,2,5.85e-07,0.0005,0.0005,9748,9748,9748,0,0,0.000375,0.000375,0.0010895169732655086
49921,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49922,3,1.0,9784,9882,2,6.879278342431555e-06,0.0005,0.0005,9784,9784,9784,0,0,0.000375,0.000375,0.0005211696098397644
49923,3,2.0,899,1123,128,2.583055570913793e-05,0.064,0.064,899,899,899,11,11,6.096,6.921,6.921
49924,1,2.0,991,1215,128,2.583055570913793e-05,0.064,0.064,991,991,991,8,8,6.096,6.696,6.696
49925,0,1.0,5390,5614,128,1.9314727484418893e-06,0.032,0.032,5390,5390,5390,8,8,3.048,3.348,3.348
49926,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
