day,intervention,participating_destinations,dr_price_per_mwh,method,paid_response_mwh,contract_capped_response_mwh,meter_capped_response_mwh,meter_capped_false_response_mwh,meter_capped_underpayment_mwh,oracle_matched_response_mwh,oracle_response_mwh,false_response_mwh,false_response_ratio,underestimation_mwh,credit_precision,credit_recall,credit_f1,net_system_response_mwh
63,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,22.164365070279917,22.164365070279917,22.164365070279917,2.119556297117696,37.58569819703196,20.044808773162224,57.630506970194176,2.119556297117696,0.09562901036853061,37.58569819703196,0.9043709896314696,0.34781593685318724,0.5024084445675898,1.0817636559485653
64,Single-site tariff 150,0,150.0,Feasible Quantile Projection,28.187988501817077,28.187988501817077,28.187988501817077,2.668295208473218,14.105186708373463,25.51969329334386,39.62488000171732,2.668295208473218,0.09466071721652689,14.105186708373463,0.9053392827834731,0.6440320650116252,0.7526504587256555,-1.0658141036401503e-14
64,Single-site tariff 150,0,150.0,Single Feasible Projection,27.415729466659513,27.415729466659513,27.415729466659513,2.8150736297196275,15.024224164777435,24.600655836939886,39.62488000171732,2.8150736297196275,0.10268096762273135,15.024224164777435,0.8973190323772686,0.6208386204797013,0.7339031083404471,0.0
64,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,32.50848212985713,32.50848212985713,32.50848212985713,4.718859345003291,11.835257216863482,27.78962278485384,39.62488000171732,4.718859345003291,0.1451577876245811,11.835257216863482,0.854842212375419,0.7013175253439115,0.770506793629398,0.8914352155408989
64,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,27.415729466659513,27.415729466659513,27.415729466659513,2.8150736297196275,15.024224164777435,24.600655836939886,39.62488000171732,2.8150736297196275,0.10268096762273135,15.024224164777435,0.8973190323772686,0.6208386204797013,0.7339031083404471,0.0
65,Single-site tariff 150,0,150.0,Feasible Quantile Projection,20.995982300246656,20.995982300246656,20.995982300246656,8.881292244516608,12.491025675407894,12.114690055730046,24.60571573113794,8.881292244516608,0.42299960618714527,12.491025675407894,0.5770003938128546,0.49235267886961714,0.5313262697977743,0.511653618619361
65,Single-site tariff 150,0,150.0,Single Feasible Projection,6.761778091013226,6.761778091013226,6.761778091013226,0.8107374763453761,18.654675116470088,5.951040614667851,24.60571573113794,0.8107374763453761,0.11990004188733887,18.654675116470088,0.8800999581126613,0.24185602563622857,0.3794399800257763,0.3540834534399169
65,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,10.060266519560656,10.060266519560656,10.060266519560656,2.0150413194918535,16.560490531069135,8.045225200068803,24.60571573113794,2.0150413194918535,0.20029701157259727,16.560490531069135,0.7997029884274027,0.32696570536608144,0.46415677143587497,0.17257048760106874
65,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,6.57968083769218,6.57968083769218,6.57968083769218,0.8107374763453863,18.83677236979114,5.7689433613467935,24.60571573113794,0.8107374763453863,0.12321835911873076,18.83677236979114,0.8767816408812692,0.23445541777296625,0.369977232684151,0.17198620011887078
66,Single-site tariff 150,0,150.0,Feasible Quantile Projection,31.858116974091228,31.858116974091228,31.858116974091228,11.993007832272149,27.925839840362393,19.865109141819083,47.790948982181476,11.993007832272149,0.3764506182843613,27.925839840362393,0.6235493817156388,0.4156667646257799,0.49881587193313776,0.725245511231293
66,Single-site tariff 150,0,150.0,Single Feasible Projection,18.32391289718617,18.32391289718617,18.32391289718617,11.394692260649915,40.861728345645226,6.92922063653625,47.790948982181476,11.394692260649915,0.6218482004681266,40.861728345645226,0.3781517995318732,0.14499022898917036,0.20961158927259718,0.042071761311913036
66,Single-site tariff 150,0,150.0,Tail-Risk Feasible Counterfactual,23.026028147131534,23.026028147131534,23.026028147131534,12.942525513143421,37.707446348193365,10.08350263398811,47.790948982181476,12.942525513143421,0.5620824151887323,37.707446348193365,0.43791758481126764,0.21099188965148344,0.28477642064770603,1.085370556010492
66,Single-site tariff 150,0,150.0,Risk-Constrained Convex Verifier,18.281841135874252,18.281841135874252,18.281841135874252,11.352620499338006,40.861728345645226,6.929220636536247,47.790948982181476,11.352620499338006,0.6209779646898301,40.861728345645226,0.37902203531016987,0.14499022898917027,0.20974505917354008,0.0
