day,slot,data_center,oracle_baseline_mw,actual_mw,nodal_response_mw,is_event
69,51,DC1@Bus15,21.629132184824478,19.60974898479843,2.0193832000260485,0
69,52,DC1@Bus15,26.207344832156217,24.187961632130108,2.019383200026109,0
69,53,DC1@Bus15,20.505818157209436,18.48643495718334,2.0193832000260947,0
69,54,DC1@Bus15,23.76747666900048,22.00283410198339,1.7646425670170913,0
69,55,DC1@Bus15,21.203326526573697,19.95298094558369,1.2503455809900075,0
69,56,DC1@Bus15,10.96141130872684,16.762413339789575,-5.801002031062735,0
69,57,DC1@Bus15,11.98994980724628,6.434414947939494,5.5555348593067855,0
69,58,DC1@Bus15,12.335062712697345,16.922843833154296,-4.587781120456951,0
69,59,DC1@Bus15,12.905930765369845,7.02693252651564,5.878998238854205,0
69,60,DC1@Bus15,13.614452290326167,9.739652716510351,3.8747995738158156,0
69,61,DC1@Bus15,12.301819387152925,11.47002328762781,0.8317960995251141,0
69,62,DC1@Bus15,12.879036840989054,12.169618952357157,0.7094178886318971,0
69,63,DC1@Bus15,8.576136439637274,7.86671855100535,0.7094178886319238,0
69,64,DC1@Bus15,16.284315791678637,6.0,10.284315791678637,1
69,65,DC1@Bus15,19.53044653900047,6.0,13.530446539000469,1
69,66,DC1@Bus15,21.955885772790506,6.0,15.955885772790506,1
69,67,DC1@Bus15,20.961495734681144,6.0,14.961495734681144,1
69,68,DC1@Bus15,19.00082480838416,6.0,13.00082480838416,1
69,69,DC1@Bus15,23.114856939564465,6.0,17.114856939564465,1
69,70,DC1@Bus15,18.508441088720172,6.0,12.508441088720172,1
69,71,DC1@Bus15,16.067964813810345,6.0,10.067964813810345,1
69,72,DC1@Bus15,15.19172897239293,13.632040032953125,1.5596889394398055,0
69,73,DC1@Bus15,15.202194352116138,14.048373193257316,1.1538211588588219,0
69,74,DC1@Bus15,10.3591401906153,9.79350254031188,0.5656376503034188,0
69,75,DC1@Bus15,11.903946416124905,11.338308765821555,0.5656376503033496,0
69,76,DC1@Bus15,13.188826944376226,12.623189294072848,0.565637650303378,0
69,77,DC1@Bus15,12.968624674329373,12.402987024025958,0.5656376503034153,0
69,78,DC1@Bus15,13.901362388382083,13.335724738078731,0.5656376503033513,0
69,79,DC1@Bus15,16.634029050362038,16.0683914000586,0.5656376503034366,0
69,80,DC1@Bus15,13.398180141841864,12.832542491538465,0.5656376503033993,0
69,81,DC1@Bus15,12.225293685757045,11.659656035453686,0.5656376503033584,0
69,82,DC1@Bus15,12.580600812791847,12.0149631624884,0.5656376503034473,0
69,83,DC1@Bus15,9.60722035291618,9.041582702612729,0.5656376503034508,0
69,84,DC1@Bus15,13.039595690798155,12.473958040494797,0.5656376503033584,0
69,85,DC1@Bus15,11.173668218001852,10.608030567698489,0.5656376503033638,0
69,86,DC1@Bus15,10.523853974856149,9.958216324552726,0.5656376503034224,0
69,87,DC1@Bus15,17.78237701884732,17.24172990083437,0.5406471180129522,0
69,88,DC1@Bus15,14.75661190617416,14.285979183903102,0.47063272227105735,0
69,89,DC1@Bus15,13.302462735849426,12.861755879686797,0.4407068561626293,0
69,90,DC1@Bus15,10.421148615118074,13.276913741818447,-2.8557651267003727,0
69,91,DC1@Bus15,11.301266831247563,10.815575586400591,0.4856912448469721,0
69,92,DC1@Bus15,8.79205235613571,8.264009328705999,0.5280430274297103,0
69,93,DC1@Bus15,8.570832985534366,8.042789958104652,0.5280430274297139,0
69,94,DC1@Bus15,11.614958439533375,11.086915412103618,0.5280430274297565,0
69,95,DC1@Bus15,10.494014667966896,10.059530840897082,0.4344838270698137,0
69,0,DC2@Bus42,19.755390282782145,92.16094151507825,-72.4055512322961,0
69,1,DC2@Bus42,18.883174439078967,18.093890648736988,0.7892837903419796,0
69,2,DC2@Bus42,21.14045960300807,20.351175812666085,0.7892837903419831,0
69,3,DC2@Bus42,13.520568271122443,12.731284480780463,0.7892837903419796,0
69,4,DC2@Bus42,10.56098694119714,9.925443084463666,0.6355438567334737,0
69,5,DC2@Bus42,10.826619739494475,34.357587646264385,-23.53096790676991,0
69,6,DC2@Bus42,14.794299120442801,12.347442032633612,2.446857087809189,0
69,7,DC2@Bus42,15.116585653037976,12.145048790817048,2.971536862220928,0
69,8,DC2@Bus42,16.30186461685773,12.374734230845737,3.927130386011994,0
69,9,DC2@Bus42,16.9064737632971,12.879385622631325,4.027088140665775,0
69,10,DC2@Bus42,15.653746355928929,11.87426425245081,3.7794821034781183,0
69,11,DC2@Bus42,24.75051549694492,21.988142649529664,2.762372847415257,0
69,12,DC2@Bus42,21.200856265531186,19.536817302038614,1.6640389634925725,0
69,13,DC2@Bus42,18.851518571079712,16.03330143092878,2.8182171401509315,0
69,14,DC2@Bus42,12.903468945211273,12.19210817572862,0.7113607694826527,0
69,15,DC2@Bus42,13.027182456652893,12.66539896708412,0.36178348956877393,0
69,16,DC2@Bus42,15.64066119557127,20.632811576829127,-4.992150381257856,0
