peak_dc_penetration,assignment_id,assignment_type,region_to_bus_mapping,counterfactual_method,mean_absolute_error_usd,mean_overpayment_usd,maximum_line_loading,mean_lmp_spread_usd_per_mwh
0.06,23,one-to-one permutation,116-80-42-15,Feasible Quantile Projection,164.09318060149423,139.19378637224213,1.000000000000001,0.1417979778396552
0.06,23,one-to-one permutation,116-80-42-15,Risk-Constrained Convex Verifier,198.81334081784317,174.55676282142431,1.000000000000001,0.13702032478509135
0.06,23,one-to-one permutation,116-80-42-15,Single Feasible Projection,211.64725171003153,187.4242909522116,1.000000000000001,0.13702032478508816
0.06,23,one-to-one permutation,116-80-42-15,Trace-Anchored Reference,64.62933564479236,57.20632615429086,1.000000000000001,0.1441868043669387
0.06,24,co-located four-region control,80-80-80-80,Feasible Quantile Projection,166.97108345431892,142.02000746915394,1.000000000000001,0.0
0.06,24,co-located four-region control,80-80-80-80,Risk-Constrained Convex Verifier,198.7466938320102,174.42211452044594,1.000000000000001,0.0
0.06,24,co-located four-region control,80-80-80-80,Single Feasible Projection,211.5688924567607,187.28000665937387,1.000000000000001,0.0
0.06,24,co-located four-region control,80-80-80-80,Trace-Anchored Reference,64.78530968921599,57.26201603378851,1.000000000000001,0.0
0.06,25,two-bus clustered control,80-80-116-116,Feasible Quantile Projection,166.90575616957742,141.95078448519422,1.000000000000001,0.10044077420370601
0.06,25,two-bus clustered control,80-80-116-116,Risk-Constrained Convex Verifier,198.72329041626338,174.39879868460534,1.000000000000001,0.10044077420370601
0.06,25,two-bus clustered control,80-80-116-116,Single Feasible Projection,211.5490666099089,187.26018081252187,1.000000000000001,0.09660414339944359
0.06,25,two-bus clustered control,80-80-116-116,Trace-Anchored Reference,64.66132378140207,57.1558839532909,1.000000000000001,0.10427740500796842
0.09,0,one-to-one permutation,15-42-80-116,Feasible Quantile Projection,247.70057046913374,210.14611988404843,1.0000000000000016,0.13224267173052112
0.09,0,one-to-one permutation,15-42-80-116,Risk-Constrained Convex Verifier,299.7682783288211,263.190897195426,1.000000000000001,0.1298538452032404
0.09,0,one-to-one permutation,15-42-80-116,Single Feasible Projection,319.0099241413563,282.48479357652417,1.000000000000001,0.12746501867595408
0.09,0,one-to-one permutation,15-42-80-116,Trace-Anchored Reference,98.43608062075651,87.11429587746197,1.000000000000001,0.13463149825780463
0.09,1,one-to-one permutation,15-42-116-80,Feasible Quantile Projection,247.68242216622497,210.12950059605498,1.000000000000001,0.1298538452032376
0.09,1,one-to-one permutation,15-42-116-80,Risk-Constrained Convex Verifier,299.76316184475985,263.1862819786716,1.000000000000001,0.1298538452032404
0.09,1,one-to-one permutation,15-42-116-80,Single Feasible Projection,319.00763501794114,282.48303963515974,1.000000000000001,0.1298538452032376
0.09,1,one-to-one permutation,15-42-116-80,Trace-Anchored Reference,98.47112996589466,87.15048556140897,1.000000000000001,0.13463149825780463
0.09,2,one-to-one permutation,15-80-42-116,Feasible Quantile Projection,247.66745108529554,210.20671273211977,1.000000000000001,0.1298538452032376
0.09,2,one-to-one permutation,15-80-42-116,Risk-Constrained Convex Verifier,299.77894593321554,263.2736025348193,1.000000000000001,0.1298538452032404
0.09,2,one-to-one permutation,15-80-42-116,Single Feasible Projection,319.02813937466306,282.5725934163591,1.000000000000001,0.12746501867595408
0.09,2,one-to-one permutation,15-80-42-116,Trace-Anchored Reference,98.43816312671562,87.19054239755307,1.000000000000001,0.13224267173052112
0.09,3,one-to-one permutation,15-80-116-42,Feasible Quantile Projection,248.4464033643579,210.9852548682527,1.000000000000001,0.39936723052323847
0.09,3,one-to-one permutation,15-80-116-42,Risk-Constrained Convex Verifier,300.55551615764136,264.0499530136305,1.000000000000001,0.39936723052323825
0.09,3,one-to-one permutation,15-80-116-42,Single Feasible Projection,319.8051872696056,283.3494152827339,1.000000000000001,0.39697840399595496
0.09,3,one-to-one permutation,15-80-116-42,Trace-Anchored Reference,98.44587945318186,87.19788095768268,1.000000000000001,0.13224267173052112
0.09,4,one-to-one permutation,15-116-42-80,Feasible Quantile Projection,247.57610649590654,210.03902511406443,1.000000000000001,0.1298538452032376
0.09,4,one-to-one permutation,15-116-42-80,Risk-Constrained Convex Verifier,299.66414905241726,263.09972162451226,1.000000000000001,0.1298538452032404
0.09,4,one-to-one permutation,15-116-42-80,Single Feasible Projection,318.9101564743813,282.39763010728893,1.000000000000001,0.1298538452032376
0.09,4,one-to-one permutation,15-116-42-80,Trace-Anchored Reference,98.37295003697169,87.0648797007975,1.000000000000001,0.13463149825780463
0.09,5,one-to-one permutation,15-116-80-42,Feasible Quantile Projection,248.37687778103168,210.8376609883542,1.000000000000001,0.40175605705052203
0.09,5,one-to-one permutation,15-116-80-42,Risk-Constrained Convex Verifier,300.447269709775,263.88192504165113,1.000000000000001,0.39936723052323825
0.09,5,one-to-one permutation,15-116-80-42,Single Feasible Projection,319.6907709269148,283.17728709621434,1.0000000000000016,0.39697840399595496
0.09,5,one-to-one permutation,15-116-80-42,Trace-Anchored Reference,98.34768846830067,87.03794340231515,1.000000000000001,0.13463149825780463
0.09,6,one-to-one permutation,42-15-80-116,Feasible Quantile Projection,245.7594526862013,208.1933995485293,1.000000000000001,0.13224267173052112
0.09,6,one-to-one permutation,42-15-80-116,Risk-Constrained Convex Verifier,297.8268897360563,261.2400980663447,1.000000000000001,0.1298538452032404
0.09,6,one-to-one permutation,42-15-80-116,Single Feasible Projection,317.0688498971977,280.53462640855724,1.000000000000001,0.12746501867595408
0.09,6,one-to-one permutation,42-15-80-116,Trace-Anchored Reference,96.49523141991355,85.1644539932356,1.000000000000001,0.13463149825780463
0.09,7,one-to-one permutation,42-15-116-80,Feasible Quantile Projection,245.7301450313658,208.16508572655894,1.000000000000001,0.1298538452032376
0.09,7,one-to-one permutation,42-15-116-80,Risk-Constrained Convex Verifier,297.81021718114016,261.2233915966084,1.000000000000001,0.1298538452032404
0.09,7,one-to-one permutation,42-15-116-80,Single Feasible Projection,317.0549617028451,280.52073821420464,1.000000000000001,0.1298538452032376
0.09,7,one-to-one permutation,42-15-116-80,Trace-Anchored Reference,96.51872469404454,85.18855242412509,1.000000000000001,0.13463149825780463
0.09,8,one-to-one permutation,42-80-15-116,Feasible Quantile Projection,247.65703306259687,210.19180362006617,1.000000000000001,0.1298538452032376
0.09,8,one-to-one permutation,42-80-15-116,Risk-Constrained Convex Verifier,299.77039905268003,263.2616590466733,1.000000000000001,0.1298538452032404
0.09,8,one-to-one permutation,42-80-15-116,Single Feasible Projection,319.0204063832812,282.56165724719756,1.000000000000001,0.12746501867595408
0.09,8,one-to-one permutation,42-80-15-116,Trace-Anchored Reference,98.4298248654383,87.17928787040458,1.000000000000001,0.13224267173052112
0.09,9,one-to-one permutation,42-80-116-15,Feasible Quantile Projection,247.92058087071086,210.45480841446545,1.000000000000001,0.4432526673290407
0.09,9,one-to-one permutation,42-80-116-15,Risk-Constrained Convex Verifier,300.03079310287217,263.5217621619891,1.000000000000001,0.44325266732904495
0.09,9,one-to-one permutation,42-80-116-15,Single Feasible Projection,319.28143285889826,282.82238446954653,1.000000000000001,0.4408638408017571
0.09,9,one-to-one permutation,42-80-116-15,Trace-Anchored Reference,96.38663752781483,85.13560038444976,1.000000000000001,0.13224267173052112
0.09,10,one-to-one permutation,42-116-15-80,Feasible Quantile Projection,247.5649092375548,210.0227104888894,1.000000000000001,0.1298538452032376
0.09,10,one-to-one permutation,42-116-15-80,Risk-Constrained Convex Verifier,299.65470144264737,263.08625112973965,1.000000000000001,0.12746501867595675
0.09,10,one-to-one permutation,42-116-15-80,Single Feasible Projection,318.90178311986193,282.38542729752163,1.000000000000001,0.12746501867595408
0.09,10,one-to-one permutation,42-116-15-80,Trace-Anchored Reference,98.3642603139175,87.05262438085481,1.000000000000001,0.13463149825780463
0.09,11,one-to-one permutation,42-116-80-15,Feasible Quantile Projection,247.84365926470835,210.29927668967036,1.000000000000001,0.4456414938563241
0.09,11,one-to-one permutation,42-116-80-15,Risk-Constrained Convex Verifier,299.9146499926704,263.34529570545453,1.000000000000001,0.44325266732904495
0.09,11,one-to-one permutation,42-116-80-15,Single Feasible Projection,319.1590665670209,282.6417645116199,1.000000000000001,0.4408638408017571
0.09,11,one-to-one permutation,42-116-80-15,Trace-Anchored Reference,96.28158728869393,84.96825153715024,1.000000000000001,0.13463149825780463
0.09,12,one-to-one permutation,80-15-42-116,Feasible Quantile Projection,217.4646426554384,179.74682061074688,1.000000000000001,0.13463149825780463
0.09,12,one-to-one permutation,80-15-42-116,Risk-Constrained Convex Verifier,269.5611166090462,232.84417089168232,1.000000000000001,0.12746501867595675
0.09,12,one-to-one permutation,80-15-42-116,Single Feasible Projection,288.8197182098458,252.15916070855624,1.000000000000001,0.12507619214867055
0.09,12,one-to-one permutation,80-15-42-116,Trace-Anchored Reference,99.6675650510251,72.50155927782295,1.000000000000001,0.13463149825780463
0.09,13,one-to-one permutation,80-15-116-42,Feasible Quantile Projection,245.47204604901447,207.75407478314406,1.000000000000001,0.40414488357780554
0.09,13,one-to-one permutation,80-15-116-42,Risk-Constrained Convex Verifier,297.5658151623262,260.84891062109864,1.000000000000001,0.3969784039959546
0.09,13,one-to-one permutation,80-15-116-42,Single Feasible Projection,316.82486243599436,280.1643398278877,1.000000000000001,0.39458957746867146
0.09,13,one-to-one permutation,80-15-116-42,Trace-Anchored Reference,95.47496834464322,84.02299061317919,1.000000000000001,0.13463149825780463
0.09,14,one-to-one permutation,80-42-15-116,Feasible Quantile Projection,234.1685182754418,196.45847200605883,1.000000000000001,0.13463149825780463
0.09,14,one-to-one permutation,80-42-15-116,Risk-Constrained Convex Verifier,286.2671490544607,249.5568816095751,1.000000000000001,0.12746501867595675
0.09,14,one-to-one permutation,80-42-15-116,Single Feasible Projection,305.52620734819897,268.8722039050149,1.000000000000001,0.12507619214867055
0.09,14,one-to-one permutation,80-42-15-116,Trace-Anchored Reference,84.94499137582055,73.49980853665747,1.000000000000001,0.13463149825780463
0.09,15,one-to-one permutation,80-42-116-15,Feasible Quantile Projection,247.28654792117015,209.57630408859384,1.000000000000001,0.4480303203836076
0.09,15,one-to-one permutation,80-42-116-15,Risk-Constrained Convex Verifier,299.3815976143605,262.67138468512087,1.000000000000001,0.4408638408017613
0.09,15,one-to-one permutation,80-42-116-15,Single Feasible Projection,318.6412459417582,281.9872886958278,1.000000000000001,0.4384750142744736
0.09,15,one-to-one permutation,80-42-116-15,Trace-Anchored Reference,95.75674852706935,84.31146345649857,1.000000000000001,0.13463149825780463
0.09,16,one-to-one permutation,80-116-15-42,Feasible Quantile Projection,248.0234785319591,210.33728515171768,1.000000000000001,0.40414488357780554
0.09,16,one-to-one permutation,80-116-15-42,Risk-Constrained Convex Verifier,300.1260621181043,263.4364502095202,1.000000000000001,0.3969784039959546
0.09,16,one-to-one permutation,80-116-15-42,Single Feasible Projection,319.38697579434,282.7532381820209,1.000000000000001,0.39458957746867146
0.09,16,one-to-one permutation,80-116-15-42,Trace-Anchored Reference,98.02702755965139,86.60250349453128,1.000000000000001,0.13463149825780463
0.09,17,one-to-one permutation,80-116-42-15,Feasible Quantile Projection,247.54601166537597,209.8597699431202,1.000000000000001,0.4480303203836076
0.09,17,one-to-one permutation,80-116-42-15,Risk-Constrained Convex Verifier,299.6477190052519,262.95812043617667,1.000000000000001,0.4408638408017613
0.09,17,one-to-one permutation,80-116-42-15,Single Feasible Projection,318.9087770430155,282.2750507347668,1.000000000000001,0.4384750142744736
0.09,17,one-to-one permutation,80-116-42-15,Trace-Anchored Reference,96.01927597448466,84.59472689421811,1.000000000000001,0.13463149825780463
0.09,18,one-to-one permutation,116-15-42-80,Feasible Quantile Projection,218.42798534924003,180.84146279595086,1.000000000000001,0.1298538452032376
0.09,18,one-to-one permutation,116-15-42-80,Risk-Constrained Convex Verifier,270.51330005755653,233.90838964927113,1.000000000000001,0.1298538452032404
0.09,18,one-to-one permutation,116-15-42-80,Single Feasible Projection,289.76041622611126,253.2087049891134,1.000000000000001,0.1298538452032376
0.09,18,one-to-one permutation,116-15-42-80,Trace-Anchored Reference,99.02956709266046,72.78009061213325,1.000000000000001,0.13463149825780463
0.09,19,one-to-one permutation,116-15-80-42,Feasible Quantile Projection,245.72981527888672,208.14233802183588,1.000000000000001,0.40175605705052203
0.09,19,one-to-one permutation,116-15-80-42,Risk-Constrained Convex Verifier,297.79910068413096,261.19445371708383,1.000000000000001,0.39936723052323825
0.09,19,one-to-one permutation,116-15-80-42,Single Feasible Projection,317.04388635817594,280.4923983646433,1.0000000000000016,0.39697840399595496
0.09,19,one-to-one permutation,116-15-80-42,Trace-Anchored Reference,95.7004349224824,84.35309535426266,1.000000000000001,0.13463149825780463
0.09,20,one-to-one permutation,116-42-15-80,Feasible Quantile Projection,235.12219530168875,197.5432677623817,1.000000000000001,0.1298538452032376
0.09,20,one-to-one permutation,116-42-15-80,Risk-Constrained Convex Verifier,287.20987586607487,250.61146296894205,1.000000000000001,0.1298538452032404
0.09,20,one-to-one permutation,116-42-15-80,Single Feasible Projection,306.4576378172045,269.912299876986,1.000000000000001,0.12746501867595408
0.09,20,one-to-one permutation,116-42-15-80,Trace-Anchored Reference,85.92115084730769,74.5808422165391,1.000000000000001,0.13463149825780463
0.09,21,one-to-one permutation,116-42-80-15,Feasible Quantile Projection,247.49501781668482,209.91480871568672,1.000000000000001,0.4456414938563241
0.09,21,one-to-one permutation,116-42-80-15,Risk-Constrained Convex Verifier,299.5651727869338,262.96675815463317,1.000000000000001,0.44325266732904495
0.09,21,one-to-one permutation,116-42-80-15,Single Feasible Projection,318.8105595136288,282.2651776050312,1.000000000000001,0.4408638408017571
0.09,21,one-to-one permutation,116-42-80-15,Trace-Anchored Reference,95.93330954963609,84.59220336506843,1.000000000000001,0.13463149825780463
0.09,22,one-to-one permutation,116-80-15-42,Feasible Quantile Projection,248.28995208011995,210.81044948834878,1.000000000000001,0.39936723052323847
0.09,22,one-to-one permutation,116-80-15-42,Risk-Constrained Convex Verifier,300.40671179128327,263.8872674580776,1.000000000000001,0.39936723052323825
0.09,22,one-to-one permutation,116-80-15-42,Single Feasible Projection,319.65970911855726,283.19084644771976,1.000000000000001,0.39697840399595496
0.09,22,one-to-one permutation,116-80-15-42,Trace-Anchored Reference,98.2900680269163,87.03015139339799,1.000000000000001,0.13224267173052112
0.09,23,one-to-one permutation,116-80-42-15,Feasible Quantile Projection,247.82218232524698,210.34254686269,1.000000000000001,0.4432526673290407
0.09,23,one-to-one permutation,116-80-42-15,Risk-Constrained Convex Verifier,299.93817035172964,263.41865482926227,1.000000000000001,0.44325266732904495
0.09,23,one-to-one permutation,116-80-42-15,Single Feasible Projection,319.19132241530593,282.72238651976795,1.000000000000001,0.4408638408017571
0.09,23,one-to-one permutation,116-80-42-15,Trace-Anchored Reference,96.29182060556842,85.03178159005499,1.000000000000001,0.13224267173052112
0.09,24,co-located four-region control,80-80-80-80,Feasible Quantile Projection,251.87351392133772,214.35555302994612,1.000000000000001,0.0
0.09,24,co-located four-region control,80-80-80-80,Risk-Constrained Convex Verifier,299.64116160297516,263.05856474389435,1.000000000000001,0.0
0.09,24,co-located four-region control,80-80-80-80,Single Feasible Projection,318.88510284832967,282.35604626051474,1.000000000000001,0.0
0.09,24,co-located four-region control,80-80-80-80,Trace-Anchored Reference,98.40155159755206,87.035060926259,1.000000000000001,0.0
0.09,25,two-bus clustered control,80-80-116-116,Feasible Quantile Projection,251.85563810364295,214.33103726071883,1.000000000000001,0.09084919719304997
0.09,25,two-bus clustered control,80-80-116-116,Risk-Constrained Convex Verifier,299.62234209301636,263.03965325407415,1.000000000000001,0.08701256638878757
0.09,25,two-bus clustered control,80-80-116-116,Single Feasible Projection,318.88664522265054,282.3575886348354,1.000000000000001,0.08701256638878757
0.09,25,two-bus clustered control,80-80-116-116,Trace-Anchored Reference,98.3632778640035,87.02974825780385,1.000000000000001,0.0985224588015748
