day,conversion_scenario,conversion_scale_factor,event_slot,counterfactual_method,settlement_payment_usd,independent_realized_value_usd,absolute_error_usd,overpayment_usd,maximum_post_contingency_loading,credible_line_contingencies,evaluation_schema_version,certified_checksum,payment_evaluation_profile_checksum
61,q50,0.9698487058668352,66,Feasible Quantile Projection,-15.492088838851489,-14.583031990954623,0.9090568478968636,0.0,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,66,Single Feasible Projection,-15.761447000262706,-14.583031990954623,1.1784150093080823,0.0,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,66,Risk-Constrained Convex Verifier,-15.273001192430456,-14.583031990954623,0.689969201475833,0.0,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,66,Payment-Certified N-1 Verifier,-14.144258080743384,-14.583031990954623,0.4387739102112391,0.4387739102112391,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,67,Feasible Quantile Projection,-18.10372993823148,-17.137597011409525,0.966132926821956,0.0,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,67,Single Feasible Projection,-21.559475762689544,-17.137597011409525,4.421878751280019,0.0,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,67,Risk-Constrained Convex Verifier,-23.092486968425877,-17.137597011409525,5.9548899570163485,0.0,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,67,Payment-Certified N-1 Verifier,-20.790404034001767,-17.137597011409525,3.652807022592242,0.0,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,68,Feasible Quantile Projection,-7.968810136215325,-7.626690789409622,0.3421193468057026,0.0,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,68,Single Feasible Projection,-4.278636341872698,-7.626690789409622,3.3480544475369243,3.3480544475369243,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,68,Risk-Constrained Convex Verifier,-4.888461815749906,-7.626690789409622,2.738228973659716,2.738228973659716,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,68,Payment-Certified N-1 Verifier,-4.278636372309848,-7.626690789409622,3.3480544170997746,3.3480544170997746,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,69,Feasible Quantile Projection,-1.8033973750407315,-1.9004715764694995,0.0970742014287679,0.0970742014287679,1.0000000000000022,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
61,q50,0.9698487058668352,69,Single Feasible Projection,0.8230316849931114,-1.9004715764694995,2.7235032614626107,2.7235032614626107,1.000000000000002,37,7,ad6fc2ad618ac1a11ad4915a389153bd1e9263de04a1fc0c464078c3226884b3,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348
