day,slot,observed_total_mw,trace_constrained_total_mw,observed_region_0_mw,trace_constrained_region_0_mw
75,61,39.825663515279025,25.286489452174976,10.638190835423824,6.647414828714545
75,62,40.13730916508428,27.224657641681347,10.87909204025339,9.224657641681347
75,63,39.42236874636267,24.0,10.566291525147491,6.0
75,64,39.54618153337955,32.85380428367135,10.57190285221441,8.750886227470346
75,65,40.216760324119974,24.03704212920792,10.858110867072428,6.0
75,66,39.99343435595456,24.0,10.758060885354805,6.0
75,67,39.2355963088388,77.62927584047037,10.625632455962673,18.965970831356003
75,68,37.982268623791335,37.982268623791335,10.336124725140827,10.336124725140827
75,69,37.52781177906364,37.52781177906364,10.336124725140827,10.336124725140827
75,70,37.55158045060239,37.55158045060239,10.305453560358794,10.305453560358794
75,71,36.94455782344267,36.94455782344267,9.748360811324634,9.748360811324634
75,72,36.39835435523047,28.42456072642567,9.748360811324634,6.0
75,73,36.35287994844555,24.0,9.62297188857761,6.0
75,74,36.35026587631528,24.0,9.577892487348317,6.0
75,75,35.78314576701042,24.0,9.577892487348317,6.0
75,76,35.78314576701042,24.0,9.577892487348317,6.0
75,77,35.78045441410544,24.0,9.577892487348317,6.0
75,78,35.75205880537599,24.0,9.577892487348317,6.0
75,79,36.43914483990173,25.914290301253118,9.577892487348317,6.0
75,80,37.22922063023694,26.565542647722623,9.445953443774686,7.99480995156955
75,81,37.12199995155814,24.0,11.077489801640667,6.0
75,82,37.58793914128481,30.02957611914161,9.432853589104024,6.0
75,83,38.06439385657616,266.81387921973186,9.306948424507917,9.306948424507917
75,84,35.138245685968855,53.923853702688696,9.306948424507917,9.306948424507917
75,85,34.85531914982756,34.85531914982756,9.306948424507917,9.306948424507917
75,86,34.85531914982756,34.85531914982756,9.306948424507917,9.306948424507917
75,87,34.85531914982756,33.24650952768505,9.306948424507917,7.698138802365406
75,88,34.71962707960042,29.750920921659635,9.306948424507917,6.0
75,89,33.93987574342748,28.928957117772626,9.34003922891912,6.0
75,90,33.6090065029681,24.0,9.342657925671084,6.0
75,91,33.65801731368875,25.87546468078785,9.342657925671084,6.0
75,92,34.250817852761,30.710972768132876,9.342657925671084,6.0
75,93,35.6191714104564,29.858490893318542,9.342657925671084,6.0
75,94,38.68952664016014,32.17898604496618,9.342657925671084,6.0
75,95,38.409756112947264,28.63463939606737,9.342657925671084,6.0
76,0,33.49791460786052,487.5662880866661,9.495667808841162,124.0
76,1,32.36320257137132,369.2849047800786,9.900214024655504,112.22834747169932
76,2,33.61959212818123,194.22138374703522,10.377443576963396,17.776816920482105
76,3,33.67548078808661,33.67548078808661,10.478619505437663,10.478619505437663
76,4,33.88598019765895,79.06171826684597,10.518309298665638,10.518309298665638
76,5,37.97082840734186,38.78803305866965,10.632604866856926,10.632604866856926
76,6,38.51428420363689,38.51428420363689,10.6662072515063,10.6662072515063
76,7,38.48750544161416,38.48750544161416,10.696808338179133,10.696808338179133
76,8,39.776908526515356,36.213600463515775,11.41967183740475,7.8563637744051675
76,9,39.68835925361388,35.95551213247012,11.27981022289149,7.546963101747735
76,10,39.65502012310716,26.712697999571475,11.310749722291883,6.0267944017468835
76,11,38.7371230937662,24.044873374281423,10.986935113683373,6.007794424951214
76,12,38.37520776265322,25.503403011320188,10.910438245811715,7.484624757772565
76,13,38.07413647178483,28.48785274250703,10.670984813435167,6.0
