day,event_slot,baseline_quality,mechanism,payment_usd,realized_n1_value_usd,absolute_error_usd,overpayment_usd,base_case_max_loading,n1_base_case_max_loading,n1_max_post_contingency_loading,binding_contingency_constraints,credible_line_contingencies,excluded_islanding_contingencies,load_multiplier,peak_dc_penetration,dc_power_scale,settlement_generator_segments,evaluation_generator_segments,checkpoint_schema_version,panel_checksum
61,68,Trace-Anchored Reference,N-1 signed linear,26.800541442499817,26.887331352023466,0.08678990952364884,0.0,0.7823634931146867,0.7504936537730309,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,69,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,40.483594176053884,40.483594176053884,0.0,0.7870834142521548,0.751118831564832,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,69,Risk-Constrained Convex Verifier,N-1 exact net value,-3.848900696631972,40.483594176053884,44.33249487268586,0.0,0.7870834142521548,0.751118831564832,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,69,Risk-Constrained Convex Verifier,N-1 signed linear,-3.848900696631964,40.483594176053884,44.33249487268585,0.0,0.7870834142521548,0.751118831564832,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,69,Trace-Anchored Reference,Base-case exact net value,30.67336598499969,40.483594176053884,9.810228191054193,0.0,0.7845642152048627,0.7507155405158283,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,69,Trace-Anchored Reference,N-1 exact net value,40.287216820564936,40.483594176053884,0.19637735548894852,0.0,0.7845642152048627,0.7507155405158283,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,69,Trace-Anchored Reference,N-1 signed linear,40.28721682056513,40.483594176053884,0.19637735548875668,0.0,0.7845642152048627,0.7507155405158283,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,70,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,43.05304071770661,43.05304071770661,0.0,0.7877458066663666,0.7511681554707177,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,70,Risk-Constrained Convex Verifier,N-1 exact net value,-1.2389262098295148,43.05304071770661,44.29196692753612,0.0,0.7877458066663666,0.7511681554707177,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,70,Risk-Constrained Convex Verifier,N-1 signed linear,-1.2389262098291436,43.05304071770661,44.29196692753575,0.0,0.7877458066663666,0.7511681554707177,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,70,Trace-Anchored Reference,Base-case exact net value,30.563400023282156,43.05304071770661,12.489640694424452,0.0,0.7852295665316986,0.7507677328517446,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,70,Trace-Anchored Reference,N-1 exact net value,42.844740844309854,43.05304071770661,0.20829987339675426,0.0,0.7852295665316986,0.7507677328517446,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,70,Trace-Anchored Reference,N-1 signed linear,42.84474084431047,43.05304071770661,0.2082998733961361,0.0,0.7852295665316986,0.7507677328517446,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,71,Risk-Constrained Convex Verifier,Base-case exact net value,0.03844310460044653,-7.328405964624835,7.366849069225282,7.366849069225282,0.7796681516237104,0.7508814978745779,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,71,Risk-Constrained Convex Verifier,N-1 exact net value,-19.42989528706312,-7.328405964624835,12.101489322438283,0.0,0.7796681516237104,0.7508814978745779,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,71,Risk-Constrained Convex Verifier,N-1 signed linear,-19.01216109913161,-7.328405964624835,11.683755134506775,0.0,0.7796681516237104,0.7508814978745779,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,71,Trace-Anchored Reference,Base-case exact net value,0.18730447193411237,-7.328405964624835,7.5157104365589475,7.5157104365589475,0.7816835729656516,0.7503465259676643,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,71,Trace-Anchored Reference,N-1 exact net value,-7.556673912775295,-7.328405964624835,0.22826794815046014,0.0,0.7816835729656516,0.7503465259676643,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
61,71,Trace-Anchored Reference,N-1 signed linear,-7.556673912775599,-7.328405964624835,0.2282679481507639,0.0,0.7816835729656516,0.7503465259676643,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,64,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,-35.60263251037213,35.60263251037213,35.60263251037213,0.7805911617949444,0.7503308496709588,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,64,Risk-Constrained Convex Verifier,N-1 exact net value,-35.98804217907491,-35.60263251037213,0.3854096687027777,0.0,0.7805911617949444,0.7503308496709588,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,64,Risk-Constrained Convex Verifier,N-1 signed linear,-35.988042179065914,-35.60263251037213,0.38540966869378224,0.0,0.7805911617949444,0.7503308496709588,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,64,Trace-Anchored Reference,Base-case exact net value,0.0,-35.60263251037213,35.60263251037213,35.60263251037213,0.7805911617949444,0.7503308496709588,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,64,Trace-Anchored Reference,N-1 exact net value,-35.98804217907491,-35.60263251037213,0.3854096687027777,0.0,0.7805911617949444,0.7503308496709588,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,64,Trace-Anchored Reference,N-1 signed linear,-35.98804217906608,-35.60263251037213,0.38540966869394566,0.0,0.7805911617949444,0.7503308496709588,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,65,Risk-Constrained Convex Verifier,Base-case exact net value,-3.637978807091713e-12,-47.50587388691747,47.50587388691383,47.50587388691383,0.7779311630011718,0.7501972335200201,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,65,Risk-Constrained Convex Verifier,N-1 exact net value,-47.8197959144818,-47.50587388691747,0.3139220275643311,0.0,0.7779311630011718,0.7501972335200201,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,65,Risk-Constrained Convex Verifier,N-1 signed linear,-47.613020572208974,-47.50587388691747,0.10714668529150373,0.0,0.7779311630011718,0.7501972335200201,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,65,Trace-Anchored Reference,Base-case exact net value,-3.637978807091713e-12,-47.50587388691747,47.50587388691383,47.50587388691383,0.7779311630011718,0.7501972335200201,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,65,Trace-Anchored Reference,N-1 exact net value,-47.8197959144818,-47.50587388691747,0.3139220275643311,0.0,0.7779311630011718,0.7501972335200201,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,65,Trace-Anchored Reference,N-1 signed linear,-47.61302057220901,-47.50587388691747,0.10714668529153926,0.0,0.7779311630011718,0.7501972335200201,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,66,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,-57.0840503703148,57.0840503703148,57.0840503703148,0.7756558322342779,0.7495904347719365,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,66,Risk-Constrained Convex Verifier,N-1 exact net value,-57.285539727798096,-57.0840503703148,0.20148935748329677,0.0,0.7756558322342779,0.7495904347719365,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,66,Risk-Constrained Convex Verifier,N-1 signed linear,-57.07876438552727,-57.0840503703148,0.005285984787526843,0.005285984787526843,0.7756558322342779,0.7495904347719365,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,66,Trace-Anchored Reference,Base-case exact net value,0.0,-57.0840503703148,57.0840503703148,57.0840503703148,0.7756558322342779,0.7495904347719365,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,66,Trace-Anchored Reference,N-1 exact net value,-57.285539727798096,-57.0840503703148,0.20148935748329677,0.0,0.7756558322342779,0.7495904347719365,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,66,Trace-Anchored Reference,N-1 signed linear,-57.07876438552745,-57.0840503703148,0.005285984787349207,0.005285984787349207,0.7756558322342779,0.7495904347719365,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,67,Risk-Constrained Convex Verifier,Base-case exact net value,1.8189894035458565e-12,-54.55640433932058,54.5564043393224,54.5564043393224,0.775813101645902,0.7496735191478872,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,67,Risk-Constrained Convex Verifier,N-1 exact net value,-54.81522437818421,-54.55640433932058,0.25882003886363236,0.0,0.775813101645902,0.7496735191478872,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,67,Risk-Constrained Convex Verifier,N-1 signed linear,-54.608449035914994,-54.55640433932058,0.052044696594414575,0.0,0.775813101645902,0.7496735191478872,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,67,Trace-Anchored Reference,Base-case exact net value,1.8189894035458565e-12,-54.55640433932058,54.5564043393224,54.5564043393224,0.775813101645902,0.7496735191478872,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,67,Trace-Anchored Reference,N-1 exact net value,-54.81522437818421,-54.55640433932058,0.25882003886363236,0.0,0.775813101645902,0.7496735191478872,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,67,Trace-Anchored Reference,N-1 signed linear,-54.60844903591495,-54.55640433932058,0.05204469659437194,0.0,0.775813101645902,0.7496735191478872,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,68,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,-45.84020430281089,45.84020430281089,45.84020430281089,0.7778605714459039,0.7502561587187276,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,68,Risk-Constrained Convex Verifier,N-1 exact net value,-46.16486188704948,-45.84020430281089,0.3246575842385937,0.0,0.7778605714459039,0.7502561587187276,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,68,Risk-Constrained Convex Verifier,N-1 signed linear,-45.958086544777785,-45.84020430281089,0.11788224196689612,0.0,0.7778605714459039,0.7502561587187276,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,68,Trace-Anchored Reference,Base-case exact net value,0.0,-45.84020430281089,45.84020430281089,45.84020430281089,0.7778605714459039,0.7502561587187276,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,68,Trace-Anchored Reference,N-1 exact net value,-46.16486188704948,-45.84020430281089,0.3246575842385937,0.0,0.7778605714459039,0.7502561587187276,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,68,Trace-Anchored Reference,N-1 signed linear,-45.95808654477781,-45.84020430281089,0.11788224196691743,0.0,0.7778605714459039,0.7502561587187276,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,69,Risk-Constrained Convex Verifier,Base-case exact net value,3.637978807091713e-12,-61.94173074698847,61.94173074699211,61.94173074699211,0.7744574209982287,0.7494268270815991,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,69,Risk-Constrained Convex Verifier,N-1 exact net value,-62.053978098112566,-61.94173074698847,0.1122473511240969,0.0,0.7744574209982287,0.7494268270815991,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,69,Risk-Constrained Convex Verifier,N-1 signed linear,-61.84720275584474,-61.94173074698847,0.09452799114372823,0.09452799114372823,0.7744574209982287,0.7494268270815991,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,69,Trace-Anchored Reference,Base-case exact net value,3.637978807091713e-12,-61.94173074698847,61.94173074699211,61.94173074699211,0.7744574209982287,0.7494268270815995,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,69,Trace-Anchored Reference,N-1 exact net value,-62.053978098112566,-61.94173074698847,0.1122473511240969,0.0,0.7744574209982287,0.7494268270815995,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,69,Trace-Anchored Reference,N-1 signed linear,-61.847202755844705,-61.94173074698847,0.09452799114376376,0.09452799114376376,0.7744574209982287,0.7494268270815995,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,70,Risk-Constrained Convex Verifier,Base-case exact net value,0.0,-44.185046234322726,44.185046234322726,44.185046234322726,0.7784988300004702,0.7500339001964117,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,70,Risk-Constrained Convex Verifier,N-1 exact net value,-44.51706417271453,-44.185046234322726,0.33201793839180027,0.0,0.7784988300004702,0.7500339001964117,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,70,Risk-Constrained Convex Verifier,N-1 signed linear,-44.31028883044279,-44.185046234322726,0.12524259612006716,0.0,0.7784988300004702,0.7500339001964117,1.0000000000000022,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,70,Trace-Anchored Reference,Base-case exact net value,0.0,-44.185046234322726,44.185046234322726,44.185046234322726,0.7784988300004702,0.7500339001964117,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
62,70,Trace-Anchored Reference,N-1 exact net value,-44.51706417271453,-44.185046234322726,0.33201793839180027,0.0,0.7784988300004702,0.7500339001964117,1.000000000000002,4,37,1,0.9,0.06,0.5427766223050945,10,40,2,251748e58060b60023ea1e881c08b6d5f34fd0148053a993617dfac28d977be0
