day,baseline_quality,mechanism,payment_usd,realized_n1_value_usd,mean_post_contingency_loading,maximum_post_contingency_loading,maximum_binding_contingency_constraints,absolute_error_usd,overpayment_usd
92,Trace-Anchored Reference,N-1 signed linear,-9.350653098948829,-9.833132503228626,1.0000000000000022,1.0000000000000022,4,0.48247940427979685,0.48247940427979685
93,Risk-Constrained Convex Verifier,Base-case exact net value,1.8189894035458565e-12,45.62200653769469,1.000000000000002,1.0000000000000022,4,45.62200653769287,0.0
93,Risk-Constrained Convex Verifier,N-1 exact net value,-35.160466153236484,45.62200653769469,1.000000000000002,1.0000000000000022,4,80.78247269093117,0.0
93,Risk-Constrained Convex Verifier,N-1 signed linear,-34.89707868111929,45.62200653769469,1.000000000000002,1.0000000000000022,4,80.51908521881398,0.0
93,Trace-Anchored Reference,Base-case exact net value,65.79276161097368,45.62200653769469,1.000000000000002,1.0000000000000022,4,20.170755073278997,20.170755073278997
93,Trace-Anchored Reference,N-1 exact net value,45.38592700857589,45.62200653769469,1.000000000000002,1.0000000000000022,4,0.23607952911879693,0.0
93,Trace-Anchored Reference,N-1 signed linear,45.649314480686364,45.62200653769469,1.000000000000002,1.0000000000000022,4,0.02730794299167627,0.02730794299167627
94,Risk-Constrained Convex Verifier,Base-case exact net value,1.8189894035458565e-12,180.36033518673685,1.000000000000002,1.0000000000000022,4,180.36033518673503,0.0
94,Risk-Constrained Convex Verifier,N-1 exact net value,-3.9816991566076467,180.36033518673685,1.000000000000002,1.0000000000000022,4,184.3420343433445,0.0
94,Risk-Constrained Convex Verifier,N-1 signed linear,-3.981699156611049,180.36033518673685,1.000000000000002,1.0000000000000022,4,184.3420343433479,0.0
94,Trace-Anchored Reference,Base-case exact net value,129.08439972970518,180.36033518673685,1.0000000000000022,1.0000000000000022,4,51.275935457031665,0.0
94,Trace-Anchored Reference,N-1 exact net value,179.5494154173466,180.36033518673685,1.0000000000000022,1.0000000000000022,4,0.8109197693902388,0.0
94,Trace-Anchored Reference,N-1 signed linear,179.54941541734715,180.36033518673685,1.0000000000000022,1.0000000000000022,4,0.8109197693896988,0.0
95,Risk-Constrained Convex Verifier,Base-case exact net value,9.094947017729282e-12,31.08985129267603,1.000000000000002,1.0000000000000022,4,31.089851292666935,0.0
95,Risk-Constrained Convex Verifier,N-1 exact net value,-95.52944701332126,31.08985129267603,1.000000000000002,1.0000000000000022,4,126.61929830599729,0.0
95,Risk-Constrained Convex Verifier,N-1 signed linear,-95.3226716710556,31.08985129267603,1.000000000000002,1.0000000000000022,4,126.41252296373163,0.0
95,Trace-Anchored Reference,Base-case exact net value,48.391360480916774,31.08985129267603,1.000000000000002,1.0000000000000022,4,17.301509188240743,17.301509188240743
95,Trace-Anchored Reference,N-1 exact net value,29.43672717438858,31.08985129267603,1.000000000000002,1.0000000000000022,4,1.653124118287451,0.0
95,Trace-Anchored Reference,N-1 signed linear,32.36492778561245,31.08985129267603,1.000000000000002,1.0000000000000022,4,1.275076492936421,1.275076492936421
96,Risk-Constrained Convex Verifier,Base-case exact net value,1.8189894035458565e-12,130.71598280555554,1.000000000000002,1.0000000000000022,4,130.71598280555372,0.0
96,Risk-Constrained Convex Verifier,N-1 exact net value,-9.488381280312751,130.71598280555554,1.000000000000002,1.0000000000000022,4,140.2043640858683,0.0
96,Risk-Constrained Convex Verifier,N-1 signed linear,-9.488381280313561,130.71598280555554,1.000000000000002,1.0000000000000022,4,140.2043640858691,0.0
96,Trace-Anchored Reference,Base-case exact net value,100.76981965095547,130.71598280555554,1.000000000000002,1.0000000000000022,4,29.94616315460007,0.0
96,Trace-Anchored Reference,N-1 exact net value,130.15889193068688,130.71598280555554,1.000000000000002,1.0000000000000022,4,0.5570908748686634,0.0
96,Trace-Anchored Reference,N-1 signed linear,130.15889193068597,130.71598280555554,1.000000000000002,1.0000000000000022,4,0.5570908748695729,0.0
